ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
990,25-34,Male,University degree,USA,White,28,40,47,36,40,1.29221,1.2247,Used in Last Week,Used in Last Day,Never Used,Used in Last Month,Used in Last Day,Used in Last Month,Used in Last Month,Used in Last Year,Used in Last Week,Used in Last Year,Used in Last Decade,Used over a Decade Ago,Used in Last Year,Used over a Decade Ago,Used in Last Week,Used over a Decade Ago,Used in Last Day,Never Used,Used in Last Decade
991,18-24,Male,"Some college or university, no certificate or degree",USA,White,52,36,56,44,39,0.88113,1.2247,Used in Last Day,Used in Last Month,Used in Last Decade,Used in Last Day,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Month,Used in Last Year,Used in Last Decade,Used in Last Day,Never Used,Used in Last Year,Never Used,Used in Last Month,Used in Last Decade,Used in Last Day,Never Used,Used in Last Decade
992,18-24,Male,"Some college or university, no certificate or degree",Australia,White,39,51,48,38,28,1.86203,1.92173,Used in Last Week,Used in Last Month,Used in Last Week,Used in Last Year,Used in Last Day,Used in Last Day,Used in Last Day,Used in Last Year,Never Used,Used in Last Month,Never Used,Never Used,Used in Last Week,Never Used,Used in Last Month,Used in Last Week,Used in Last Day,Never Used,Never Used
993,55-64,Male,Professional certificate/ diploma,Other,White,28,42,50,44,42,-0.21712,-0.21575,Used in Last Year,Used over a Decade Ago,Never Used,Used in Last Decade,Used in Last Day,Used in Last Month,Used in Last Week,Used in Last Year,Never Used,Used over a Decade Ago,Used over a Decade Ago,Never Used,Never Used,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used in Last Day,Never Used,Used over a Decade Ago
994,25-34,Male,University degree,UK,White,25,45,55,56,49,-0.21712,0.40148,Used in Last Week,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Day,Used in Last Week,Used in Last Week,Used in Last Year,Never Used,Used in Last Year,Never Used,Used in Last Decade,Used in Last Year,Used in Last Year,Never Used,Used in Last Year,Used in Last Month,Never Used,Never Used
995,18-24,Male,"Some college or university, no certificate or degree",USA,White,41,45,51,49,36,0.52975,1.2247,Used in Last Week,Used in Last Week,Never Used,Used in Last Year,Used in Last Day,Used in Last Day,Used in Last Day,Used in Last Year,Used in Last Decade,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Month,Used in Last Decade,Used in Last Decade,Used in Last Year,Used in Last Day,Never Used,Used in Last Year
996,18-24,Male,Masters degree,Other,White,28,38,44,37,41,0.52975,0.7654,Used in Last Week,Never Used,Never Used,Used in Last Month,Used in Last Month,Used in Last Day,Used in Last Week,Never Used,Never Used,Used in Last Month,Never Used,Used in Last Month,Used in Last Month,Used in Last Year,Never Used,Used in Last Year,Used in Last Day,Never Used,Never Used
997,18-24,Male,Masters degree,UK,White,28,46,43,46,47,0.88113,0.7654,Used in Last Week,Used in Last Decade,Used in Last Decade,Used in Last Month,Used in Last Week,Used in Last Month,Used in Last Month,Used in Last Month,Never Used,Used in Last Year,Never Used,Used in Last Year,Used in Last Year,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Week,Never Used,Used in Last Week
998,25-34,Male,Masters degree,UK,White,47,38,52,39,48,-0.21712,0.07987,Used in Last Day,Never Used,Used in Last Decade,Used in Last Week,Used in Last Day,Used in Last Decade,Used in Last Day,Used in Last Decade,Never Used,Used in Last Decade,Never Used,Never Used,Used in Last Year,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Never Used
999,25-34,Female,Doctorate degree,USA,White,26,45,44,42,48,-0.21712,-0.52593,Used in Last Year,Used in Last Day,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Day,Never Used,Never Used,Used in Last Year,Never Used,Never Used,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Month,Never Used,Never Used
1000,18-24,Male,"Some college or university, no certificate or degree",USA,White,29,43,45,44,51,-0.71126,-1.18084,Used in Last Month,Used in Last Year,Used in Last Year,Used in Last Decade,Used in Last Week,Used in Last Year,Used in Last Year,Used in Last Year,Never Used,Used in Last Year,Used in Last Month,Used in Last Year,Used in Last Year,Used in Last Year,Used in Last Decade,Used in Last Year,Used in Last Day,Never Used,Never Used
1001,18-24,Male,Left school at 16 years,New Zealand,White,48,32,44,42,37,1.29221,0.7654,Used in Last Week,Never Used,Used in Last Year,Never Used,Used in Last Day,Used in Last Month,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used
1002,18-24,Male,"Some college or university, no certificate or degree",USA,White,35,46,37,27,35,1.29221,1.92173,Used in Last Week,Used in Last Day,Used over a Decade Ago,Used in Last Week,Used in Last Week,Used in Last Day,Used in Last Month,Used in Last Year,Never Used,Used in Last Year,Used in Last Month,Never Used,Used in Last Day,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Day,Never Used,Never Used
1003,45-54,Female,"Some college or university, no certificate or degree",Other,White,32,41,47,46,47,-1.37983,-1.18084,Used in Last Month,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used in Last Day,Used in Last Day,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used,Used in Last Day,Never Used,Never Used
1004,18-24,Male,"Some college or university, no certificate or degree",Other,White,55,27,44,33,44,-1.37983,-0.52593,Used in Last Year,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Month,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Used in Last Year,Used in Last Year,Never Used,Never Used
1005,18-24,Male,Left school at 18 years,Canada,White,53,23,38,40,17,-0.21712,-1.18084,Used in Last Week,Never Used,Never Used,Used in Last Year,Used in Last Day,Used in Last Day,Used in Last Decade,Never Used,Never Used,Never Used,Never Used,Used in Last Month,Used in Last Year,Never Used,Used in Last Year,Never Used,Used in Last Week,Never Used,Used in Last Year
1006,18-24,Male,Left school at 18 years,USA,Mixed-White/Black,44,29,33,43,29,1.29221,1.2247,Used in Last Week,Used in Last Year,Never Used,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Month,Never Used,Used in Last Year,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Month,Never Used,Used in Last Day,Never Used,Used in Last Month
1007,18-24,Female,Left school at 18 years,USA,White,53,33,52,44,35,-0.71126,-0.52593,Used in Last Year,Never Used,Never Used,Never Used,Used in Last Month,Never Used,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year
1008,18-24,Male,"Some college or university, no certificate or degree",USA,White,35,41,56,49,42,0.19268,0.40148,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Month,Used in Last Month,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Used in Last Year,Used in Last Year,Used in Last Year,Never Used,Never Used
1009,45-54,Male,Masters degree,Other,White,42,31,42,40,33,-0.21712,-0.21575,Used in Last Day,Used in Last Day,Used in Last Decade,Used in Last Decade,Used in Last Month,Used in Last Year,Used in Last Day,Used over a Decade Ago,Never Used,Used over a Decade Ago,Never Used,Never Used,Used in Last Year,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Day,Never Used,Used in Last Year
1010,18-24,Female,Left school at 18 years,UK,White,48,46,49,41,40,0.52975,0.40148,Used in Last Week,Used in Last Day,Never Used,Used in Last Month,Used in Last Month,Used in Last Year,Used in Last Year,Never Used,Never Used,Used in Last Month,Never Used,Used in Last Week,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Never Used
1011,45-54,Male,University degree,USA,White,29,40,46,43,45,-2.55524,-0.52593,Used in Last Day,Never Used,Used over a Decade Ago,Used in Last Year,Used in Last Month,Used in Last Year,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
1012,18-24,Female,"Some college or university, no certificate or degree",USA,White,30,49,57,51,36,0.19268,1.92173,Used in Last Day,Never Used,Never Used,Used in Last Year,Used in Last Day,Used in Last Day,Used in Last Day,Used in Last Decade,Never Used,Used in Last Month,Never Used,Never Used,Used in Last Year,Never Used,Never Used,Never Used,Used in Last Month,Never Used,Never Used
1013,25-34,Male,"Some college or university, no certificate or degree",USA,White,53,31,49,38,31,0.19268,-1.18084,Used in Last Day,Used in Last Day,Never Used,Used in Last Day,Used in Last Week,Used in Last Month,Used in Last Week,Used in Last Year,Used in Last Year,Never Used,Used in Last Decade,Never Used,Used in Last Day,Used in Last Decade,Used in Last Day,Used in Last Decade,Used in Last Day,Never Used,Used in Last Month
1014,18-24,Male,"Some college or university, no certificate or degree",USA,White,42,42,47,44,41,0.19268,0.7654,Used in Last Week,Used in Last Month,Never Used,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Day,Used in Last Year,Never Used,Used in Last Year,Never Used,Used in Last Month,Used in Last Year,Used in Last Year,Used in Last Year,Used in Last Year,Used in Last Day,Never Used,Never Used
1015,25-34,Male,"Some college or university, no certificate or degree",USA,White,28,53,52,46,37,1.86203,1.92173,Used in Last Week,Used in Last Year,Never Used,Used in Last Year,Used in Last Day,Used in Last Year,Used in Last Month,Used in Last Year,Used in Last Year,Used in Last Year,Used in Last Decade,Used in Last Year,Used in Last Day,Used in Last Year,Used in Last Decade,Used in Last Week,Used in Last Day,Never Used,Never Used
1016,45-54,Male,University degree,USA,White,25,44,59,48,50,-1.37983,0.07987,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Used in Last Day,Used in Last Day,Used in Last Month,Used in Last Day,Used over a Decade Ago,Used over a Decade Ago,Used in Last Week,Used over a Decade Ago,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Day,Used in Last Decade,Used in Last Day,Never Used,Never Used
1017,18-24,Male,Professional certificate/ diploma,Other,White,18,55,57,44,52,0.19268,0.7654,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Used in Last Year,Never Used,Never Used
1018,25-34,Male,"Some college or university, no certificate or degree",USA,White,39,20,40,32,22,0.88113,0.07987,Used in Last Day,Used in Last Month,Never Used,Used in Last Year,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Week,Used in Last Day,Used in Last Year,Used in Last Week,Used in Last Month,Used in Last Year,Never Used,Never Used
1019,18-24,Female,Left school at 18 years,UK,White,32,31,39,46,49,-0.71126,-2.07848,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Year,Used in Last Month,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Decade,Used in Last Year,Never Used,Never Used
1020,25-34,Male,Left school at 18 years,Other,White,38,50,48,33,42,-0.21712,0.7654,Never Used,Used in Last Month,Used over a Decade Ago,Used in Last Decade,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Decade,Never Used,Used in Last Day,Never Used,Used in Last Week,Used in Last Month,Used in Last Day,Never Used,Used in Last Decade,Never Used,Never Used,Used over a Decade Ago
1021,35-44,Female,"Some college or university, no certificate or degree",USA,White,45,30,36,40,36,0.19268,-2.07848,Used in Last Year,Used in Last Day,Never Used,Never Used,Used in Last Day,Used in Last Week,Used in Last Week,Used in Last Year,Never Used,Never Used,Used in Last Week,Never Used,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
1022,18-24,Male,University degree,USA,White,37,33,53,30,47,-0.21712,-0.52593,Used in Last Day,Used in Last Year,Never Used,Used in Last Year,Used in Last Week,Used in Last Day,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Month,Never Used,Used in Last Decade,Used in Last Year,Used in Last Year,Never Used,Used in Last Decade
1023,18-24,Female,"Some college or university, no certificate or degree",UK,White,55,19,38,40,23,-0.71126,-0.84637,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Decade,Used in Last Decade,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Never Used
1024,18-24,Male,Left school at 18 years,Australia,White,49,39,56,37,39,-0.21712,0.07987,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Month,Used in Last Week,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Month,Never Used,Used in Last Month,Used in Last Decade,Never Used,Never Used
1025,18-24,Male,"Some college or university, no certificate or degree",USA,White,29,38,53,36,23,1.29221,0.7654,Used in Last Day,Used in Last Month,Never Used,Never Used,Used in Last Day,Used in Last Week,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Month,Never Used,Used in Last Week,Never Used,Used in Last Month,Never Used,Never Used
1026,18-24,Female,Left school at 18 years,USA,Other,39,32,49,47,37,0.88113,0.07987,Used in Last Month,Used in Last Day,Never Used,Used in Last Week,Used in Last Day,Used in Last Year,Used in Last Week,Never Used,Never Used,Used in Last Year,Never Used,Never Used,Used in Last Year,Used in Last Year,Used in Last Year,Used in Last Year,Used in Last Year,Never Used,Used in Last Year
1027,18-24,Female,University degree,USA,White,25,33,41,41,39,-0.21712,-0.52593,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Decade,Used in Last Month,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Never Used
1028,45-54,Male,Doctorate degree,USA,White,37,42,49,37,42,0.19268,0.40148,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Decade,Used in Last Day,Used in Last Decade,Used in Last Day,Never Used,Never Used,Used in Last Decade,Used in Last Decade,Never Used,Never Used,Used in Last Decade,Used in Last Decade,Used in Last Decade,Never Used,Never Used,Used in Last Decade
